udpmlgcs,vwfactcnrinitiativecustomerdetails,IsActive,Direct mapping to IsActive column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,ListType,Direct mapping to ListType column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,Market,Direct mapping to Market column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,Notes,Direct mapping to Notes column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,SalesRegion,Direct mapping to SalesRegion column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,SourceModifiedDateTime,Direct mapping to ModifiedDateTime column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,TeamId,Direct mapping to TeamId column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwfactcnrinitiativecustomerdetails,TeamName,Direct mapping to TeamName column coming from MDAP(MSA Data Analytics Platform) source table dimcnrinitiativecustomerdetails,Sahithya,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,,"This Table contains User details coming from cornerstone, the details such as User mail address, AccountId, RoleSetName etc.",KB,,,Meenakshi,,Kasi,,Ok,,,,Entity,
udpmlgcs,vwDimUserProfile,UserId,Direct mapping to msdfm_userid column from msdfm_user entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,CreatedDateTime,Direct mapping to createdon column from msdfm_user entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,ModifiedDateTime,Direct mapping to modifiedon column from msdfm_user entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,AlternateEmailAddress,Direct mapping to msdfm_alternateemailaddress column from msdfm_user entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,AccountId,Direct mapping to msdfm_accountid column from msdfm_user entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,RoleSetName,Direct mapping to msdfm_name column from msdfm_roleset entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,LineOfBusinessName,Direct mapping to msdfm_lineofbusinessname column from msdfm_user entity coming from cornerstone source.,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,CSSCreatedDateTime,Timestamp in UTC at which record is inserted by ETL process in UDP,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,
udpmlgcs,vwDimUserProfile,CSSLastUpdatedDateTime,Timestamp in UTC at which record is updated by ETL process in UDP,KB,,,Meenakshi,,Kasi,,Ok,,,,Attribute,


,,,,,L1 Review,,L2 Review,,L3: IAR Review,,,Purview Upload,,,
Vanilla DB Name DBName,EntityName,AttributeName,TechnicalDescription,Dev Name,L1 Review Comment,L1 ReviewerName,L2 Review Comment,L2 ReviewerName,Review Comment L3,L3Status (ActionOnDev/Done),L3ReviewerName,Shared With Framework,Uploaded To Purview,Entity/Attribute Desc,
udpmlgcs,vwfactperformingandnewcountmeasures,,This table contains the details of perfoming and Acquired accounts data coming from Microsoft Ads Data Analytics Platform Source,,looks Good,,,,,,,,,Entity,
udpmlgcs,vwfactperformingandnewcountmeasures,DateKey,"Direct mapping to DateKey column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,IsPerformingAccount,"Direct mapping to PerformingAccount column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,AdvertiserId,"Direct mapping to AdvertiserId column coming from MDAP (MSA Data Analytics Platform) (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,AccountTimeLineID,"Direct mapping to AccountTimeLineID column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,SegmentationKey,"Derived by applying decode logic on AccountTimelineid and Datekey columns coming from Upstream source MDAP (Microsoft Ads Data Analytics Platform) DimAccountAttributesTimeline table.
Logic: SegmentationKey is populated by joining FactPerformingAndNewCountMeasures table with DimAccountAttributesTimeline tables using AccountTimelineId and Datekey from both table",Sahithya,Add the Source table name,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,AccountId,"Direct mapping to AdvertiserId column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,IsAcquiredBefore3Months,"Direct mapping to AcquiredBefore3Months column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,CSSLastUpdatedDateTime,Timestamp in UTC at which record is updated by ETL process in UDP,,Looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,IsPerformingAdvertiserinPriorMonth,"Direct mapping to PerformingAdvertiserinPriorMonth column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,IsPerformingAdvertiser,"Direct mapping to PerformingAdvertiser column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,CSSCreatedDateTime,Timestamp in UTC at which record is inserted by ETL process in UDP,,Looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,AccountAttributesTimelineKey,"Derived by applying decode logic on AccountTimelineid and Datekey columns coming from Upstream source MDAP (Microsoft Ads Data Analytics Platform) DimAccountAttributesTimeline table.
Logic: AccountAttributeTimeLineKey is populated by joining FactPerformingAndNewCountMeasures table with DimAccountAttributesTimeline tables using AccountTimelineId and Datekey from both table",Sahithya,Need to add logic. Please refer the latest guidelines,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,Is3MonthChurn,Derived using Is1MonthChurn and AcquiredBefore3Months columns which come from MDAP (MSA Data Analytics Platform) source. When both are 1 then 1 else 0.,,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,CustomerAccountNonPIIKey,This is a Reference key to DimCustomerAccountNonPII table to get details for Customer Accounts. logic: CustomerAccountNonPIIKey is populated by joining DimCustomerAccountNonPII table with FactPerformingAndNewCountmeasures table using accountid from both tables.,Sahithya,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,Is1MonthChurn,"Direct mapping to 1mo_churn column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactperformingandnewcountmeasures,HasTicket,"This column is an indirect mapping to IsClosed column from FactSearchView table. Its mapped based on CustomerAccountNonPIIKey, DateKey from FactPerformingAndNewCountmeasures table  and CustomerAccountNonPIIKey, LastModifiedDate from FactSearchView. Logic: If CustomerAccountNonPIIKey isNotNull and IsClosed = Yes then 1 else 0",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,,"This FactTables contains consolidated data from FactMessaging, FactPhone, FactSurvey, FactChatVendor, FactRevenue and FactServiceRequest. Grain : ServiceRequestId",,looks Good,,,,,,,,,Entity,
udpmlgcs,vwfactstoreconsolidated,ServiceRequestID,"Direct mapping to ticketnumber column having string values coming from DFC.Public.incident file of dynamics, PartnerSIPReport.vw_SupportRequestDetails_Consumer file of rave, Incident.IncidentCap file of ASDCAP sources.",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,IssueCodeKey,This is a reference key to DimIssueCode table to get details about IssueCode direct mapping of 'IssueCodeKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,CSSProductKey,This is a reference key to DimCSSProduct table to get CSSProduct related to ticket direct mapping of 'CSSProductKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,LastModifiedUTCDateKey,This is a reference key to DimDate table to know the date on which ticket is last modified in UTC timezone direct mapping of 'LastModifiedUTCDateKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,ServiceRequestKey,This is a reference key to FactServiceRequest table to get ticket details direct mapping of 'ServiceRequestKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,DaysToClose,"Direct mapping to DaysToClose column having string values coming from Incident.IncidentCap file of ASDCAP source ; Derived by applying decode logic on msdfm_casestatecode column coming from DFC.Secured.CasePerfAttributesEvents file of Dynamics source.
Logic : if casestate is closed then difference between modifiedon and createdon, else 0",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,CSSCreatedDateTime,Timestamp in UTC at which record is inserted by ETL process in UDP,,Looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,ReopenCount,This attribute is calculated using msdfm_casestatecode column coming from Dynamics source. Logic : if lag of casestate is closed and casestate is open then add 1 to the count,,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,FirstSAPKey,This is a reference key to DimSupportAreaPath table to get details about first support area path direct mapping of 'FirstSAPKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,SAPKey,This is a reference key to DimSupportAreaPath table to get details about current support area path direct mapping of 'SAPKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,SubPlanningCategoryKey,This is a reference key to DimSubPlanningCategory table to get details about Sub Planning Category direct mapping of 'SubPlanningCategoryKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,SupportQueueKey,This is a reference key to DimSupportQueue table to get details about the tickets' support queue direct mapping of 'SupportQueueKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,LastModifiedDateTime,"Direct mapping to modifiedon column having timestamp values coming from DFC.Public.incident file of dynamics, PartnerSIPReport.vw_SupportRequestDetails_Consumer file of rave, Incident.IncidentCap file of ASDCAP sources. ",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,CreatedUTCTimeKey,This is a reference key to DimTime table to know the time when ticket is created in UTC timezone direct mapping of 'CreatedUTCTimeKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,CreatedUTCDateKey,This is a reference key to DimDate table to know the date on which ticket is created in UTC timezone direct mapping of 'CreatedUTCDateKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,LastModifiedPTTimeKey,This is a reference key to DimTime table to know the time when ticket is last modified in PT timezone,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,ResourceTenureKey,This is a reference key to DimResourceTenure table to get details about Resource Tenure direct mapping of 'ResourceTenureKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,LastModifiedPTDateKey,This is a reference key to DimDate table to know the date on which ticket is last modified in PT timezone direct mapping of 'LastModifiedPTDateKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,CurrentMessagingKey,"This attribute is calculated using ServiceRequestId, MessagingKey & ChatBeginDateTime columns coming from FactMessaging as:
Logic:
      After partitioned the FactMessaging by ServiceRequestId, taking the latest MessagingKey (by descending order of ChatBeginDateTime) gives CurrentMessagingKey",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,TimeToInitialResponseInSeconds,"Direct mapping to SecondsToInitialResponse column having string values coming from Incident.IncidentCap file of ASDCAP source, Hardcoded to 0 for Dynamics",,looks Good,,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,FirstServiceLineQueueKey,This is a reference key to DimServiceLine table to get details tickets' first service line direct mapping of 'FirstServiceLineQueueKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Meenakshi,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,CustomerGeographyKey,This is a reference key to DimGeography table to get details about Customer Geography direct mapping of 'CustomerGeographyKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,VendorSiteKey,This is a reference key to DimVendorSite table to get details about the employees' company and location direct mapping of 'VendorSiteKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,FirstSupportChannelQueueKey,This is a reference key to DimSupportChannel table to get first support channel of the ticket direct mapping of 'FirstSupportChannelQueueKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,ServiceLineKey,This is a reference key to DimServiceLine table to get details tickets' service line direct mapping of 'ServiceLineKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,EmployeeKey,This is a reference key to DimEmployee table to get details about the employee who worked on this ticket direct mapping of 'EmployeeKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
udpmlgcs,vwfactstoreconsolidated,RootCauseClassificationKey,This is a reference key to DimRootCauseClassification table to get details about root cause classification direct mapping of 'RootCauseClassificationKey' from FactServiceRequest.,Ayushi,Need to add the logic of key population. Please refer the latest Guidelines.,Sundar,,,,,,,,Attribute,
